clus	markerGene	padj	significant
0	LOC116614594	3.287978416941945e-09	T
0	LOC116617882	3.31645001837555e-09	T
0	LOC116617354	3.807179426029217e-09	T
0	LOC116606017	4.367146824142767e-09	T
0	LOC5522312	5.667125856809959e-09	T
0	LOC5500366	5.71423667936081e-09	T
0	LOC5506104	6.2361020347691455e-09	T
0	LOC5513414	9.061346915101634e-09	T
0	LOC125560686	9.621026812418305e-09	T
0	LOC5511176	1.1018655268169018e-08	T
0	LOC5513588	1.2637358141545495e-08	T
0	LOC5513668	1.953243503427271e-08	T
0	LOC125561115	2.0648662631631512e-08	T
0	LOC5505039	2.890220193830677e-08	T
0	LOC5517940	3.304560658939309e-08	T
0	LOC116612527	3.765878617806394e-08	T
0	LOC5519085	3.902145849287667e-08	T
0	LOC5521589	9.207912099228492e-08	T
0	LOC116612842	1.0193696266795888e-07	T
0	LOC5509656	1.0468475266100326e-07	T
0	LOC5505434	2.2592247859384084e-07	T
0	LOC125562250	3.0513902463511637e-07	T
0	LOC5517206	3.549188287970397e-07	T
0	LOC5504557	4.6674704835041844e-07	T
0	LOC5511234	5.379427922115594e-07	T
0	LOC5515016	5.55141497283683e-07	T
0	LOC5496417	6.881738958654994e-07	T
0	LOC5521740	8.826706541647882e-07	T
0	LOC5512574	9.364691744680018e-07	T
0	LOC5508749	9.416961274793132e-07	T
0	LOC5520273	9.56792168773035e-07	T
0	LOC116617676	1.05106829230551e-06	T
0	LOC5500843	1.85782459065788e-06	T
0	LOC5500864	2.0849214817696934e-06	T
0	LOC5509213	3.4797107431547195e-06	T
0	LOC5508301	3.6482071779787675e-06	T
0	LOC5510025	3.7904189980723555e-06	T
0	LOC5517911	5.2123035409942885e-06	T
0	LOC116606501	5.4231488781555045e-06	T
0	LOC5520575	5.9035013644286425e-06	T
0	LOC5501214	7.570133794095274e-06	T
0	LOC5517272	8.606172465739795e-06	T
0	LOC116608349	9.974782808269249e-06	T
0	LOC116618438	1.4022698690668404e-05	T
0	LOC5507563	1.4989985082926668e-05	T
0	LOC116608461	2.604514506197684e-05	T
0	LOC5517762	2.741435488134786e-05	T
0	LOC5507554	3.8896711339038544e-05	T
