clus	markerGene	padj	significant
0	LOC100197138	0.0	T
0	LOC101240662	0.0	T
0	LOC124810178	0.0	T
0	LOC100201614	0.0	T
0	LOC100210032	0.0	T
0	LOC100198821	0.0	T
0	LOC100214617	0.0	T
0	LOC100202934	0.0	T
0	LOC100212687	0.0	T
0	LOC100204040	0.0	T
0	LOC100199348	0.0	T
0	LOC124808419	0.0	T
0	LOC100197965	0.0	T
0	LOC100210153	0.0	T
0	LOC100206874	0.0	T
0	LOC124807948	0.0	T
0	LOC100211499	0.0	T
0	LOC100199391	0.0	T
0	LOC100213393	0.0	T
0	LOC100199148	0.0	T
0	LOC101240314	0.0	T
0	LOC100209048	0.0	T
0	LOC100204573	0.0	T
0	LOC100206475	0.0	T
0	LOC100204518	0.0	T
0	LOC100206850	0.0	T
0	LOC101241207	0.0	T
0	LOC100207321	0.0	T
0	LOC100211831	0.0	T
0	LOC100207106	0.0	T
0	LOC101237482	0.0	T
0	LOC100206069	0.0	T
0	LOC100211415	0.0	T
0	LOC124806866	0.0	T
0	LOC105847032	0.0	T
0	LOC100209150	0.0	T
0	LOC100205944	0.0	T
0	LOC100198066	0.0	T
0	LOC105843846	0.0	T
0	LOC100207040	0.0	T
0	LOC100215384	0.0	T
0	LOC100210757	0.0	T
0	LOC100207558	0.0	T
0	LOC100212366	0.0	T
0	LOC100211987	0.0	T
0	LOC100197952	0.0	T
0	LOC100197517	0.0	T
0	LOC100205498	0.0	T
0	LOC100200849	0.0	T
0	LOC100211947	0.0	T
0	LOC100206048	0.0	T
0	LOC100199505	0.0	T
0	LOC101240588	0.0	T
0	LOC101239931	0.0	T
0	LOC100197130	0.0	T
0	LOC100209607	0.0	T
0	LOC100205877	0.0	T
0	LOC100207929	0.0	T
0	LOC101239318	0.0	T
0	LOC100213208	0.0	T
0	LOC100212698	0.0	T
0	crim2	0.0	T
0	LOC100212826	0.0	T
0	LOC100207902	0.0	T
0	LOC100200537	0.0	T
0	LOC100196986	0.0	T
0	LOC100198930	0.0	T
0	LOC100202420	0.0	T
0	LOC100203603	0.0	T
0	LOC100204251	0.0	T
0	LOC105850538	0.0	T
0	LOC101235846	0.0	T
0	LOC100207500	0.0	T
0	LOC100207868	0.0	T
0	LOC100209713	0.0	T
0	LOC100208544	0.0	T
0	LOC100213520	0.0	T
0	LOC100199754	0.0	T
0	LOC124818651	0.0	T
